Original_URL,Company,Overall_rating,Review_count,Overall_evaluation,Verify_status,Website,Current_page,Reviewer,User_review_count,Country,Rating,Review_title,Review_time,Review_body,Date_of_experience,Business_reply,Business_reply_time
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Nicola,2,IE,1 out of 5 stars,Irish rail continues to provides the…,"Saturday 25 March 2023, 16:11:30","Irish rail continues to provide the lowest possible service. From being frequently late, to staggering prices for train tickets. Europe is so developed with purchasing online tickets, smooth train updates.Irish rail has none of that. I cannot buy an online ticket. I pay 6.55 one way for a short trip 16km. Ticket machine like from the 1990s. Horrible, absolutely horrible and outdated, late, expensive, embarrassing",25 March 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Sinéad Nic Shiacais,7,IE,5 out of 5 stars,Kindest customer service officer,"Sunday 19 February 2023, 22:39:29","There was one of the kindest, attentive customer service officers on the train from Dublin to Limerick at 18.25pm named I believe Maria or Barbara. She went out of her way to connect and show compassion to every customer. The world needs more Barbara/Maria!",19 February 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Caroline O'Connor,9,GB,5 out of 5 stars,Went to Galway from Portarlington day…,"Tuesday 29 August 2023, 00:35:56",Went to Galway from Portarlington day return today. The train was 100% punctual. Comfortable and clean. Staff helpful and friendly.  Only downside was the 17.20 return was very crowded.,28 August 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,M S,3,IE,1 out of 5 stars,Paid 46euro to go all the way from to…,"Wednesday 4 October 2023, 13:22:43","Paid 46euro to go all the way from to athlone to dublin..had to spend the whole journey standing.
If people have seats booked or reserved,keep them booked for the people who have them booked and don't let other people just take them.
Useless, utterly utterly useless.",04 October 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Pat (Ireland),50,IE,4 out of 5 stars,Sligo to Dublin Service,"Monday 9 May 2022, 12:44:22","As an OAP I had little difficulty booking seats online for my return journey, Mullingar/Dublin. I printed the ticket at Mullingar Station. As expected, there was someone in my allocated seat when I got on the train but thankfully had no difficulty finding another one. Train was busy on both journeys but did not seem to be over crowded which was good. Enjoyed my trip to Dublin and look forward to my next journey. Suggestion : Would it be possible to print off tickets at home and would it be possible to have a sign on seats that are booked online?",09 May 2022,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,CW,7,IM,1 out of 5 stars,"Dangerous overcrowding on ""match day"" trains.","Monday 3 July 2023, 10:09:42",Travelled to/from Dublin on Saturday 1st july. 10:17 train was dangerously overcrowded. Tightly squashed standing room only. Irish Rail MUST find a way to improve safety on days when there are one or more big games or events in Dublin.,01 July 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,L Ga,17,IE,1 out of 5 stars,eireann road eireann Website is…,"Wednesday 12 October 2022, 14:06:24",eireann road eireann Website is . The new seat booking is a disaster too. Who needs the hassle of looking for a seat number on a train?,12 October 2022,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Christopher  Gardiner ,15,IE,1 out of 5 stars,Booking system broke,"Monday 2 October 2023, 12:38:23",Booking system broke. Thanks to this incompetent government Fianna fail and Fianna Gael its chaos again on the train. We have the worst public transport in Europe.,02 October 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Maire Mullins,11,IE,1 out of 5 stars,PLEASE DO NOT SIT IN MARKED SEATS....,"Wednesday 21 July 2021, 21:14:53",PLEASE DO NOT SIT IN MARKED SEATS..... They say on their website re keeping passengers safe during covid. An absolute joke. Train from Dublin today.... Jammed. Passengers were INSTRUCTED by employee to sit anywhere.. Which they did. 4 people at each table even though yellow signs were on seats.  Outrageous.,21 July 2021,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Mary,3,IE,5 out of 5 stars,I must highly recommend and THANK Irish…,"Thursday 24 August 2023, 11:50:09",I must highly recommend and THANK Irish rail for being sooo kind to my mum.  In Limerick a lovely guy helped her on the train and then rang ahead for someone to look after her getting off in Thurles.  This also happened when we went to Galway for a day trip.  The staff are so nice and kind towards the elderly.  Best service ever.,24 August 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,margaret jane,6,IE,5 out of 5 stars,Than you all,"Thursday 9 September 2021, 21:11:15","Than you all, for your understanding and kindness towards people like myself, that genuinly' can not wear any sort of face covering, due to no fault of my own, it was such a relief and support to see these words

(Do not judge or criticise those who cannot wear face coverings)

It has helped me plan and book my journey with confidence and re- assurement that i can have a pleasant and comfortable journey.",09 September 2021,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Barry N,4,IE,1 out of 5 stars,Fined after following instructions given by their staff,"Saturday 12 November 2022, 15:08:53","Irish rail fined me after their staff gave me incorrect information regarding use of the Leap Card. They didn't investigate a thing after having emailed them on the situation. Almost a month later, they say I must still pay. Its outrageous, their staff give inaccurate information then fine you after you follow their instructions.",05 October 2022,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,CC,6,IE,1 out of 5 stars,What's with the double booking of seats?,"Saturday 29 July 2023, 22:41:23","Was making a trip to Dublin. On the outward journey the names over seats was not working. Should not have been a big issue as passengers would have been able to find their pre-booked seats using the seat numbers instead. But no. Passengers were told over the tannoy to ""just sit anywhere""!! This caused great confusion and families were left not having seats together as there was now random people sitting everywhere. On our return journey, we went to our pre-booked seats only to find other names (not ours) overhead. So even though we had booked and paid for those seats, and had our tickets showing those seat numbers, Irish Rail had obviously sold them on again. Thankfully when the people came on whose names were overhead our seats, they found other vacant seats. But these amateur issues are unacceptable, when paying high prices for travel. How hard is it to operate a competent seat booking system in fairness?? Pre-booking tickets is supposed to take the stress out of travel. Not add to it.",29 July 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Uchiha Itachi,6,MT,1 out of 5 stars,they let up two distruptive drunk and…,"Wednesday 26 July 2023, 02:26:19","they let up two distruptive drunk and drugged out people who were following me and insulting me. ticket is too expensive for this garbage, 55 frigging euro. I am a firm believer now that anything that is Irish is dirty, disgusting, expensive and incompetent",24 July 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Ronan Hannan,25,IE,2 out of 5 stars,Inadequate service - particularly reservation system failure,"Tuesday 13 December 2022, 03:11:58","Got the Intercity train from Dublin (Heuston Station) to Galway.

Insufficient seating in Heuston Station.

Train was delayed, with no ETA provided, and blamed on cold weather (in an Irish winter).

Fairly rushed and chaotic free-for-all getting onboard.

Name display for the reservation system didn’t work, creating much frustration and confusion for passengers with and without seat reservations. Blamed on poor Wi-Fi connection.

No on-board catering service. Blamed on Covid (nearly 3 years into the pandemic, with most things having long returned to normal).

Inadequate service with weak excuses provided, frankly.",09 December 2022,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Lucas Kantor,2,IE,1 out of 5 stars,Most unreliable transport service in…,"Sunday 30 July 2023, 20:30:45","Most unreliable transport service in Ireland. Still a lot to improvement needed. It's not on Europe standard yet. From average 2hours journey, they will make it 4hours...good luck to all!",30 July 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Jim ,9,IE,1 out of 5 stars,Always over capacity on all intercity…,"Tuesday 29 August 2023, 16:34:08","Always over capacity on all intercity trains from Dublin Heuston. If you’re a slow walker or have a disability your shafted. You’ll be forced to stand for the duration of your journey, which can be dangerous as the train jolts and throws you around.
The ticket booking system goes against the whole idea of using public transport to go to work as you have to individually Book each ticket which is more expensive altogether than a weekly, monthly or yearly travel pass if you use it everyday and you’ve to do it an hour before the train is due to leave. Even at that people will sit in your reserved seat and refuse to move.
For this reason If you plan on travelling to work on the trains I would advise against it.
Also like to mention if your forced to stand the outside portion of each carriage( where the doors are is separate from the seating isle and has no air conditioning or air circulation whatsoever. You’ll be a sweaty wreck.",29 June 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Stephanie Wilkinson,27,IE,1 out of 5 stars,The most annoying form of public transport on the planet!!!,"Wednesday 28 September 2022, 10:36:20","Every Wednesday since September 2022 there has been an issue that has caused me to be late for work by 30 minutes! If it’s not a signal issue it’s something to do with barrier gates or some other excuse!

Why is it always a Wednesday and during commute time from the Greystones to Howth route?

Why haven’t these issues been resolved yet when it’s been going on over a month now? It’s like they want to p customers off! SOLVE YOUR SIGNAL ISSUES!!!!!!! An absolute disgrace!!!!",28 September 2022,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,2,Katie McCurdy,1,IE,5 out of 5 stars,Brilliant customer service,"Thursday 29 June 2023, 15:37:31","I left my phone on the train when I got off at Clontarf road station. I was going to a concert so it was super busy. I realized straight away and went down to the office and Andrew helped me immediately. All the other staff were so kind and kept me calm while Andrew worked to get my phone back. Even though there was probably a hundred people coming in and out for the concert he still got it back for me in about 30 mins.
Thank you so much to all the staff there ♥️",25 June 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Pat Mitchell,2,IE,5 out of 5 stars,Great people great trains always on…,"Wednesday 11 August 2021, 17:06:34","Great people great trains always on time,don't get me started about the staff ,Angels every one.",11 August 2021,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Jenn Coonan,2,IE,1 out of 5 stars,Very disappointed and very upset still trembling after being assaulted by security guard NICOLE JOYCE,"Saturday 13 August 2022, 15:38:21","Very disappointed and very upset. I was assaulted today by the security guard nicola. Because apparently I was smoking on a train last month. Has she got the evidence to tat. Because everytime I meet her she just seem to bully and Harris me. I ave it al on video!! She knocked my supermacs out of my hand then she kicked itbthe whole way out the station!! While also trying to attack me. Two other colleagues were with her one saposeely a manager he shud be ashamed of himself if je is a manager!! Oh ya I go to her what time u finnished 6. And I was told I apparently ment a treat. Iv been to my solicitor and I ave all the video footage. I'm a fat cint needs loose weight. I'm a lesbien. The she laughing n smiling knowing I'm knly a young girl with noway home. Irish rail ypu shud be ashamed of urself!! Ya are a show and the people ye have working for ya are ntn but bully's. Wana be guards. I wil be putting videos up on fb. And yputube. When I can I not messing up my evidence..
Il be waiting for a call back.
I wil do everything in my power. She had no right to treat me like tat. Sayn I'm on drugs she doesn no me to say anything about me.. Also she ntn but a bully shud be fired on the spot. You wil see her assault me in the videos anyways. Once iv made my statement to the guards. My solicitor is telling me not to upload them just yt it could atop my case going forward

Jennifer coonan
0852063585",13 August 2022,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,MARK,2,IE,1 out of 5 stars,This company is a legal scam,"Monday 17 July 2023, 23:13:27",This company is scamming people also never arrives on time.,11 July 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,J O'Toole,45,IE,1 out of 5 stars,"Customer service, what customer service.","Wednesday 15 January 2020, 08:07:09",I think this crowd are still stuck in the dark ages. Little regard for their customers and don't respond to emails - useless!,15 January 2020,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Anthony Dunlevey,1,IE,2 out of 5 stars,Noticed two times this week on two…,"Tuesday 28 March 2023, 11:01:13","Noticed two times this week on two different occasions Irish rail closed it's door on two people trying to get on, the first guy had run to last carriage (bicycle carriage) with luggage on him, as soon as he got to the door they closed it even with the train staff had both their heads out the windows on both ends of the train started moving while the guy trying to open the door to get on, even spoke to staff to open it for him, not even a minute the train was at that station and just left him.

Second guy on another occasions had to put his bicycle against the door that closed on him while the train staff saw him trying to get on and this is a regular on the train, luckily because he had his bike against the door they opened back up for him.

Both occasions were not late for the train more like the train was late and as soon as passangers got off they closed the doors not caring about the people trying to get on.",28 March 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Bap Adap,1,IE,1 out of 5 stars,Student verification woes,"Friday 6 October 2023, 23:05:36",Why the flip do we need new student cards I’m sick of this shiz,06 October 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,John Weir,1,IE,1 out of 5 stars,It says free on board WiFi on the…,"Friday 15 October 2021, 11:12:12",It says free on board WiFi on the website. What it doesn’t mention is that the WiFi is completely useless,15 October 2021,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Joe O'Regan,4,IE,1 out of 5 stars,Useless,"Monday 12 September 2022, 12:41:43","If you like long waits, with no explanation why, this is the shower for you",12 September 2022,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Unknown,1,IE,1 out of 5 stars,Doesn’t even deserve one star was with…,"Sunday 28 August 2022, 19:45:48","Doesn’t even deserve one star was with my niece 6 years of age and my boyfriend and my 2 nephews aged 12 and didn’t have enough for the kids just me and my boyfriend 3 security guards came over to us and no one else and start getting cheeky and shouting out us and I’m a 17 year old girl getting screamed at by 2 grown men and one women in bray stop, the service was disgraceful and my niece age 6 was in hysterics crying her eyes out as they proceeded to shout at me horrible people",28 August 2022,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Alexander Stevenson,1,IE,1 out of 5 stars,Pathetic service don't rely on times,"Saturday 5 August 2023, 21:37:48",Date of experience: 05 August 2023,05 August 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Serkan Kavak,5,IE,1 out of 5 stars,On the same level as Afghanistan's public transportation standards/conditions/service/capability.,"Tuesday 13 December 2022, 19:14:06","Their public transportation quality, service and standards are equal to Afghanistan's public transportation.",09 December 2022,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Martina,6,IE,1 out of 5 stars,4 hours from Cork to Dublin,"Sunday 30 October 2022, 23:48:17",Date of experience: 30 October 2022,30 October 2022,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Naoise O'melia,1,IE,5 out of 5 stars,Train Got me there For 6,"Thursday 20 April 2023, 23:01:26",Date of experience: 20 April 2023,20 April 2023,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Ali FA,1,IE,1 out of 5 stars,Terrible unreliable service,"Tuesday 14 December 2021, 21:11:59",Date of experience: 14 December 2021,14 December 2021,,
https://ie.trustpilot.com/review/irishrail.ie,Iarnród Éireann Irish Rail ,2.1,123,Poor,,irishrail.ie,6,Chris Adcock,1,IE,1 out of 5 stars,MINUS 5 STARS,"Monday 14 November 2022, 13:34:56",Date of experience: 14 November 2022,14 November 2022,,
